id;country;subCommodity;year2008;year2009;year2010;year2011;year2012;year2013;year2014;year2015;year2016;year2017;year2018;eip;mat
37;United Kingdom;Unwrought;804.0;1187.0;730.0;843.0;676.0;732.0;;851.0;991.0;787.0;1451.0;e;cobalt
38;Austria;Metal&refined;740.0;331.0;653.0;718.0;730.0;1363.0;785.0;891.0;853.0;952.0;1114.0;i;cobalt
39;Austria;Oxides;40.0;5.0;10.0;9.0;8.0;54.0;;;;;;i;cobalt
40;Belgium;Metal&refined;255.0;249.0;222.0;368.0;246.0;181.0;454.0;292.0;194.0;370.0;2300.0;i;cobalt
41;Belgium;Ore;185.0;272.0;156.0;379.0;349.0;66.0;42.0;207.0;120.0;59.0;13.0;i;cobalt
42;Belgium;Oxides;;;;;;;300.0;300.0;200.0;600.0;100.0;i;cobalt
43;Bulgaria;Metal&refined;;;1.0;1.0;1.0;3.0;50.0;3.0;4.0;6.0;4.0;i;cobalt
44;Bulgaria;Oxides;;;;;;;;;;;;i;cobalt
45;Czech Republic;Metal&refined;199.0;220.0;60.0;74.0;77.0;83.0;89.0;78.0;98.0;124.0;90.0;i;cobalt
46;Czech Republic;Oxides;;17.0;20.0;20.0;32.0;57.0;38.0;59.0;18.0;14.0;30.0;i;cobalt
47;Denmark;Oxides;8.0;15.0;19.0;42.0;;;;;;;;i;cobalt
48;Estonia;Metal&refined;;;;;;;;;;;;i;cobalt
49;Finland;Metal&refined;36405.0;24002.0;30623.0;53059.0;54106.0;39435.0;1900.0;700.0;700.0;600.0;1300.0;i;cobalt
50;Finland;Ore;26500.0;15146.0;9867.0;8994.0;7477.0;5352.0;3237.0;1744.0;1442.0;1693.0;1633.0;i;cobalt
51;Finland;Oxides;167.0;46.0;233.0;172.0;298.0;155.0;;;;;;i;cobalt
52;France;Metal&refined;2251.0;1203.0;1681.0;2338.0;2013.0;1533.0;1988.0;1970.0;1769.0;2435.0;2755.0;i;cobalt
53;France;Oxides;574.0;578.0;635.0;841.0;611.0;650.0;494.0;462.0;572.0;576.0;518.0;i;cobalt
54;Germany;Metal&refined;2921.0;2017.0;3864.0;4946.0;4505.0;4309.0;4679.0;4238.0;3700.0;4429.0;4215.0;i;cobalt
55;Germany;Ore;15.0;42.0;115.0;170.0;128.0;76.0;;;;;;i;cobalt
56;Germany;Oxides;1057.0;902.0;1069.0;900.0;878.0;1580.0;1275.0;1006.0;1427.0;1103.0;1269.0;i;cobalt
57;Greece;Metal&refined;123.0;14.0;3.0;17.0;64.0;39.0;65.0;80.0;37.0;21.0;4.0;i;cobalt
58;Ireland;Metal&refined;622.0;777.0;756.0;601.0;743.0;701.0;3117.0;815.0;1081.0;1043.0;929.0;i;cobalt
59;Ireland;Oxides;;;;;;;;;;;;i;cobalt
60;Italy;Metal&refined;703.0;632.0;477.0;758.0;609.0;744.0;786.0;852.0;1415.0;1401.0;1359.0;i;cobalt
61;Italy;Oxides;561.0;473.0;707.0;719.0;679.0;901.0;759.0;652.0;718.0;686.0;651.0;i;cobalt
62;Latvia;Metal&refined;;;;;;;;;;;;i;cobalt
63;Latvia;Oxides;;;;;;;;;;;;i;cobalt
64;Luxembourg;Metal&refined;243.0;11.0;163.0;811.0;80.0;113.0;130.0;111.0;76.0;37.0;120.0;i;cobalt
65;Malta;Metal&refined;;;;;;;;;;;;i;cobalt
66;Netherlands;Metal&refined;1124.0;491.0;962.0;1023.0;1249.0;1581.0;1907.0;1329.0;1290.0;1022.0;2267.0;i;cobalt
67;Netherlands;Ore;;;;;;;;;;;;i;cobalt
68;Netherlands;Oxides;244.0;54.0;118.0;596.0;373.0;76.0;5528.0;14.0;162.0;14.0;308.0;i;cobalt
69;Norway;Metal&refined;3131.0;3012.0;2132.0;684.0;5090.0;2678.0;3100.0;2800.0;3100.0;2900.0;3197.0;i;cobalt
70;Norway;Oxides;0.0;155.0;;;3.0;0.0;0.0;373.0;0.0;488.0;69.0;i;cobalt
71;Poland;Metal&refined;51.0;53.0;52.0;47.0;52.0;48.0;73.0;45.0;45.0;36.0;50.0;i;cobalt
72;Poland;Oxides;30.0;15.0;18.0;114.0;;;;;;;;i;cobalt
73;Romania;Oxides;6.0;37.0;41.0;79.0;;;;;;;;i;cobalt
74;Slovakia;Metal&refined;1020.0;;;;18.0;29.0;31.0;43.0;74.0;22.0;34.0;i;cobalt
75;Slovakia;Oxides;0.0;5327.0;137.0;97.0;147.0;144.0;240.0;1.0;1.0;3.0;17.0;i;cobalt
76;Slovenia;Metal&refined;93.0;149.0;141.0;110.0;92.0;206.0;207.0;164.0;112.0;116.0;89.0;i;cobalt
77;Spain;Metal&refined;131.0;135.0;144.0;159.0;233.0;209.0;259.0;179.0;195.0;75.0;761.0;i;cobalt
78;Spain;Ore;;;;;2.0;0.0;7.0;58.0;112.0;115.0;75.0;i;cobalt
79;Spain;Oxides;1038.0;1035.0;1543.0;1837.0;1941.0;2053.0;1881.0;2204.0;2779.0;2971.0;2492.0;i;cobalt
80;Sweden;Metal&refined;698.0;189.0;396.0;571.0;443.0;287.0;442.0;396.0;227.0;236.0;375.0;i;cobalt
81;Switzerland;Metal&refined;386.0;243.0;318.0;298.0;260.0;222.0;320.0;271.0;239.0;293.0;324.0;i;cobalt
82;Turkey;Metal&refined;148.0;125.0;145.0;171.0;159.0;190.0;190.0;194.0;220.0;223.0;213.0;i;cobalt
83;Turkey;Oxides;152.0;150.0;199.0;277.0;364.0;384.0;543.0;383.0;356.0;399.0;224.0;i;cobalt
84;United Kingdom;Metal&refined;5395.0;3928.0;5963.0;6093.0;6197.0;5215.0;4560.0;5731.0;5889.0;6734.0;6182.0;i;cobalt
85;United Kingdom;Ore;72.0;200.0;143.0;124.0;125.0;137.0;151.0;127.0;83.0;34.0;24.0;i;cobalt
86;United Kingdom;Oxides;138.0;168.0;198.0;256.0;164.0;180.0;160.0;129.0;264.0;166.0;117.0;i;cobalt
87;Australia;;5779.0;5365.0;4838.0;4275.0;5411.0;6837.0;6252.0;6777.0;6020.0;5221.0;5616.0;p;cobalt
88;Botswana;;337.0;342.0;272.0;149.0;195.0;248.0;196.0;316.0;248.0;0.0;0.0;p;cobalt
89;Brazil;;2631.0;2075.0;3139.0;3623.0;2900.0;3500.0;3838.0;2771.0;852.0;185.0;8.0;p;cobalt
90;Canada;;8953.0;3919.0;4636.0;6836.0;6676.0;7168.0;6907.0;7489.0;7148.0;6058.0;5608.0;p;cobalt
91;China;;6630.0;6003.0;6382.0;6843.0;7498.0;8580.0;9619.0;10093.0;9293.0;10237.0;2241.0;p;cobalt
92;Democratic Republic of the Congo;;42461.0;56258.0;97693.0;99475.0;86433.0;76593.0;75560.0;83529.0;68822.0;82461.0;109402.0;p;cobalt
93;Cuba;;3175.0;3721.0;4548.0;4761.0;4631.0;4097.0;4143.0;4729.0;4700.0;4900.0;5000.0;p;cobalt
94;Finland;;105.0;27.0;140.0;480.0;1381.0;2061.0;2104.0;2119.0;2260.0;1900.0;1377.0;p;cobalt
95;Indonesia;;650.0;650.0;1600.0;3200.0;3600.0;4700.0;329.0;350.0;350.0;350.0;350.0;p;cobalt
96;Madagascar;;0.0;0.0;0.0;0.0;718.0;2340.0;3221.0;3920.0;3660.0;3090.0;2890.0;p;cobalt
97;Morocco;;1791.0;1600.0;1582.0;1518.0;1314.0;1353.0;1391.0;1722.0;2081.0;1924.0;1806.0;p;cobalt
98;New Caledonia;;869.0;913.0;1735.0;2520.0;3026.0;7414.0;8239.0;2391.0;3188.0;2780.0;2104.0;p;cobalt
99;Papua New Guinea;;0.0;0.0;0.0;0.0;469.0;1013.0;2134.0;2505.0;2191.0;3308.0;3275.0;p;cobalt
100;Philippines;;1200.0;1500.0;1500.0;1500.0;2269.0;2126.0;4094.0;4140.0;4400.0;3700.0;5400.0;p;cobalt
101;Russian Federation;;2502.0;2352.0;2460.0;2337.0;2186.0;2368.0;5400.0;5800.0;8600.0;4900.0;5450.0;p;cobalt
102;South Africa;;244.0;238.0;1680.0;862.0;1102.0;1294.0;1332.0;1362.0;1101.0;1062.0;1007.0;p;cobalt
103;United States of America;;;;;0.0;0.0;0.0;120.0;760.0;690.0;640.0;590.0;p;cobalt
104;Uganda;;663.0;673.0;568.0;673.0;556.0;181.0;;;;;;p;cobalt
105;Vietnam;;;;;0.0;0.0;0.0;223.0;277.0;134.0;0.0;0.0;p;cobalt
106;Zambia;;4041.0;1535.0;5134.0;5956.0;5665.0;5658.0;4562.0;2979.0;5276.0;2649.0;1766.0;p;cobalt
107;Zimbabwe;;28.0;39.0;58.0;174.0;195.0;319.0;358.0;355.0;409.0;445.0;403.0;p;cobalt
108;Australia;;3618.0;4050.0;4117.0;4722.0;4769.0;4981.0;5419.0;5150.0;3200.0;3042.0;3244.0;refineries;cobalt
109;Belgium;;3020.0;2150.0;2600.0;3187.0;4200.0;5415.0;5850.0;6306.0;6329.0;6987.0;6360.0;refineries;cobalt
110;Brazil;;994.0;1012.0;1369.0;1614.0;1750.0;1871.0;1350.0;1300.0;400.0;185.0;8.0;refineries;cobalt
111;Canada;;5637.0;4918.0;4711.0;6038.0;5994.0;5602.0;5491.0;6126.0;6302.0;5152.0;6349.0;refineries;cobalt
112;China;;18239.0;25544.0;35929.0;34969.0;29784.0;36062.0;39292.0;48719.0;45046.0;69600.0;78360.0;refineries;cobalt
113;Democratic Republic of the Congo;;1049.0;2950.0;4182.0;3083.0;2999.0;2777.0;2859.0;3195.0;82.0;120.0;68.0;refineries;cobalt
114;Finland;;9645.0;8970.0;9429.0;10627.0;10562.0;10798.0;12551.0;9615.0;12393.0;13585.0;14295.0;refineries;cobalt
115;France;;311.0;368.0;302.0;354.0;326.0;308.0;219.0;133.0;119.0;277.0;48.0;refineries;cobalt
116;India;;858.0;1001.0;1187.0;1299.0;800.0;295.0;100.0;150.0;100.0;100.0;0.0;refineries;cobalt
117;Japan;;1071.0;1332.0;1935.0;2007.0;2542.0;2747.0;3654.0;4259.0;4305.0;4159.0;3669.0;refineries;cobalt
118;Madagascar;;;;0.0;0.0;493.0;2083.0;2915.0;3464.0;3273.0;3053.0;2850.0;refineries;cobalt
119;Morocco;;1791.0;1600.0;1582.0;1518.0;1314.0;1353.0;1391.0;1982.0;2081.0;1924.0;1806.0;refineries;cobalt
120;New Caledonia;;;;;;151.0;503.0;435.0;1568.0;2531.0;2302.0;1662.0;refineries;cobalt
121;Norway;;3719.0;3510.0;3208.0;3067.0;2969.0;3348.0;3582.0;3117.0;3541.0;3473.0;4166.0;refineries;cobalt
122;Russian Federation;;2502.0;2352.0;2460.0;2337.0;2186.0;2368.0;2302.0;2040.0;3092.0;2077.0;1800.0;refineries;cobalt
123;South Africa;;244.0;238.0;840.0;862.0;1102.0;1294.0;1332.0;1362.0;1101.0;1062.0;1007.0;refineries;cobalt
124;Uganda;;663.0;673.0;568.0;673.0;556.0;291.0;;;;;;refineries;cobalt
125;Zambia;;4041.0;1535.0;5134.0;5956.0;5665.0;5658.0;4562.0;2979.0;4725.0;2520.0;1613.0;refineries;cobalt
126;Albania;Ores&concentrates;205952.0;275879.0;428385.0;346792.0;427092.0;756361.0;479445.0;546986.0;590064.0;447023.0;331012.0;e;chromium
127;Austria;Metal;6596.0;5845.0;10245.0;2138.0;565.0;716.0;231.0;325.0;449.0;524.0;810.0;e;chromium
128;Austria;Ores&concentrates;833.0;333.0;4.0;1163.0;;;88.0;128.0;92.0;372.0;1478.0;e;chromium
129;Belgium;Metal;772.0;1226.0;1311.0;1010.0;678.0;1051.0;558.0;476.0;1229.0;960.0;673.0;e;chromium
130;Belgium;Ores&concentrates;48086.0;15562.0;18415.0;13945.0;34801.0;44009.0;59056.0;82335.0;42588.0;53829.0;63268.0;e;chromium
131;Bulgaria;Metal;;15.0;2.0;603.0;304.0;91.0;142.0;48.0;132.0;46.0;0.0;e;chromium
132;Croatia;Metal;;;;;75.0;419.0;;;;;;e;chromium
133;Czech Republic;Metal;594.0;662.0;21.0;103.0;69.0;168.0;166.0;349.0;500.0;463.0;388.0;e;chromium
134;Czech Republic;Ores&concentrates;507.0;369.0;764.0;1140.0;1061.0;838.0;548.0;268.0;339.0;659.0;656.0;e;chromium
135;Denmark;Metal;1262.0;659.0;1056.0;601.0;512.0;428.0;495.0;397.0;142.0;353.0;509.0;e;chromium
136;Estonia;Metal;;;;;187.0;28.0;25.0;48.0;57.0;315.0;310.0;e;chromium
137;Finland;Metal;1034.0;1577.0;1813.0;2366.0;1950.0;2542.0;174.0;573.0;150.0;391.0;1251.0;e;chromium
138;Finland;Ores&concentrates;3041.0;2050.0;8291.0;5231.0;4575.0;3424.0;148.0;231.0;361.0;15281.0;272.0;e;chromium
139;France;Metal;7844.0;4767.0;7612.0;8034.0;9720.0;9509.0;9857.0;8132.0;9906.0;9435.0;8712.0;e;chromium
140;France;Ores&concentrates;4694.0;1935.0;2422.0;2168.0;1858.0;3390.0;2729.0;3628.0;4282.0;3684.0;3325.0;e;chromium
141;Germany;Metal;5379.0;4685.0;4606.0;2995.0;6308.0;3496.0;3928.0;3570.0;5411.0;4080.0;3553.0;e;chromium
142;Germany;Ores&concentrates;23563.0;15922.0;32070.0;53989.0;60354.0;59965.0;54329.0;41717.0;54659.0;52942.0;62681.0;e;chromium
143;Greece;Ores&concentrates;;;;;;;0.0;0.0;201.0;0.0;1567.0;e;chromium
144;Italy;Metal;166.0;;;;35.0;9.0;31.0;126.0;116.0;26.0;28.0;e;chromium
145;Italy;Ores&concentrates;2567.0;1762.0;1617.0;3764.0;1831.0;1828.0;2259.0;2655.0;2224.0;3206.0;3856.0;e;chromium
146;Latvia;Metal;;;;;10.0;24.0;15.0;18.0;157.0;283.0;32.0;e;chromium
147;Netherlands;Metal;4282.0;885.0;3569.0;2197.0;3074.0;5870.0;6384.0;2756.0;2830.0;2299.0;3669.0;e;chromium
148;Netherlands;Ores&concentrates;117639.0;32485.0;74483.0;126012.0;158551.0;175682.0;138528.0;86107.0;85337.0;97827.0;142510.0;e;chromium
149;Norway;Metal;128.0;85.0;97.0;78.0;202.0;61.0;;;;;;e;chromium
150;Poland;Metal;1465.0;861.0;7948.0;7135.0;2977.0;4423.0;5980.0;7903.0;6912.0;8513.0;9342.0;e;chromium
151;Poland;Ores&concentrates;66.0;107.0;425.0;3604.0;536.0;373.0;923.0;1521.0;1076.0;2584.0;2446.0;e;chromium
152;Portugal;Metal;;;;;;;600.0;300.0;1200.0;207.0;78.0;e;chromium
153;Romania;Metal;;;;;;;;;;;;e;chromium
154;Slovakia;Metal;1299.0;424.0;777.0;83.0;;;20.0;300.0;1100.0;700.0;400.0;e;chromium
155;Slovenia;Metal;111.0;14.0;123.0;174.0;;;;;;;;e;chromium
156;Spain;Metal;1165.0;516.0;665.0;237.0;555.0;470.0;518.0;524.0;1004.0;896.0;704.0;e;chromium
157;Spain;Ores&concentrates;1073.0;1022.0;600.0;1252.0;4225.0;2250.0;968.0;1746.0;3113.0;2948.0;1655.0;e;chromium
158;Sweden;Metal;225.0;100.0;191.0;167.0;123.0;122.0;140.0;179.0;61.0;136.0;797.0;e;chromium
159;Switzerland;Metal;54.0;44.0;82.0;92.0;111.0;322.0;276.0;268.0;602.0;296.0;588.0;e;chromium
160;Turkey;Metal;122.0;2667.0;184.0;1930.0;2344.0;63.0;168.0;841.0;1134.0;179.0;229.0;e;chromium
161;Turkey;Ores&concentrates;1816427.0;1748194.0;2256387.0;2161001.0;2129693.0;2218264.0;1503900.0;1325294.0;1254585.0;1390869.0;1457204.0;e;chromium
162;United Kingdom;Metal;6501.0;5058.0;7441.0;8017.0;7737.0;7061.0;7216.0;6416.0;6933.0;7153.0;7384.0;e;chromium
163;United Kingdom;Ores&concentrates;0.0;32507.0;297.0;168.0;;;;83.0;106.0;71.0;86.0;e;chromium
164;Albania;Ores&concentrates;2776.0;580.0;4651.0;7477.0;;;;;;;;i;chromium
165;Austria;Metal;8006.0;4325.0;6109.0;7868.0;4854.0;4365.0;1424.0;1161.0;1437.0;1402.0;1323.0;i;chromium
166;Austria;Ores&concentrates;42008.0;25891.0;54945.0;20921.0;33317.0;29138.0;32916.0;27414.0;25798.0;30835.0;32092.0;i;chromium
167;Belgium;Metal;1097.0;871.0;1593.0;3023.0;977.0;834.0;1062.0;1137.0;2105.0;1500.0;1796.0;i;chromium
168;Belgium;Ores&concentrates;56183.0;19050.0;25350.0;22896.0;39090.0;52755.0;57166.0;49717.0;44739.0;55797.0;63377.0;i;chromium
169;Bulgaria;Ores&concentrates;793.0;637.0;671.0;971.0;1086.0;679.0;1059.0;908.0;1348.0;755.0;1333.0;i;chromium
170;Croatia;Metal;394.0;307.0;419.0;345.0;404.0;177.0;;;;;;i;chromium
171;Croatia;Ores&concentrates;568.0;;;;;;;;;;;i;chromium
172;Czech Republic;Metal;282.0;83.0;514.0;139.0;147.0;218.0;307.0;442.0;372.0;202.0;873.0;i;chromium
173;Czech Republic;Ores&concentrates;12990.0;8244.0;7986.0;7986.0;8413.0;6897.0;6974.0;6753.0;5231.0;4502.0;3809.0;i;chromium
174;Denmark;Ores&concentrates;974.0;384.0;463.0;579.0;866.0;833.0;1252.0;665.0;286.0;327.0;530.0;i;chromium
175;Estonia;Metal;;;;;3.0;0.0;20.0;26.0;301.0;1196.0;1883.0;i;chromium
176;Finland;Metal;327.0;105.0;139.0;194.0;139.0;94.0;137.0;145.0;96.0;126.0;109.0;i;chromium
177;Finland;Ores&concentrates;8866.0;4521.0;9197.0;20853.0;9372.0;3726.0;2527.0;2492.0;1454.0;2325.0;2232.0;i;chromium
178;France;Metal;1335.0;478.0;1155.0;524.0;466.0;837.0;972.0;680.0;1029.0;823.0;792.0;i;chromium
179;France;Ores&concentrates;26952.0;10813.0;11273.0;15835.0;14844.0;10639.0;14204.0;12170.0;24128.0;14035.0;15396.0;i;chromium
180;Germany;Metal;7022.0;3328.0;4783.0;5931.0;6887.0;7596.0;7147.0;8470.0;8469.0;9122.0;9963.0;i;chromium
181;Germany;Ores&concentrates;175277.0;45684.0;101972.0;180377.0;188783.0;191488.0;141895.0;145335.0;130159.0;171365.0;200865.0;i;chromium
182;Hungary;Metal;;0.0;82.0;99.0;95.0;130.0;172.0;168.0;183.0;176.0;148.0;i;chromium
183;Ireland;Metal;120.0;138.0;83.0;179.0;;;82.0;89.0;90.0;103.0;91.0;i;chromium
184;Italy;Metal;721.0;943.0;881.0;1738.0;1598.0;1960.0;1409.0;1444.0;1676.0;2244.0;2151.0;i;chromium
185;Italy;Ores&concentrates;36552.0;23842.0;22012.0;31861.0;30547.0;28069.0;24772.0;21822.0;26771.0;26810.0;30118.0;i;chromium
186;Latvia;Metal;;;;;1.0;0.0;3.0;29.0;227.0;551.0;26.0;i;chromium
187;Malta;Metal;;;;;;;;;;;;i;chromium
188;Netherlands;Metal;3897.0;2157.0;6642.0;5773.0;4789.0;5260.0;6704.0;2644.0;2590.0;2452.0;5118.0;i;chromium
189;Netherlands;Ores&concentrates;145698.0;18702.0;88788.0;135776.0;179663.0;150921.0;108681.0;106547.0;104061.0;101714.0;149095.0;i;chromium
190;North Macedonia;Ores&concentrates;306.0;495.0;294.0;512.0;324.0;268.0;885.0;528.0;336.0;288.0;312.0;i;chromium
191;Norway;Metal;128.0;74.0;90.0;437.0;453.0;543.0;92.0;80.0;110.0;89.0;83.0;i;chromium
192;Norway;Ores&concentrates;600.0;400.0;400.0;500.0;;;;;;0.0;0.0;i;chromium
193;Poland;Metal;2137.0;679.0;2692.0;4530.0;76.0;416.0;256.0;329.0;1091.0;849.0;514.0;i;chromium
194;Poland;Ores&concentrates;36646.0;12728.0;15672.0;30863.0;27723.0;30554.0;26625.0;30896.0;26289.0;39405.0;32677.0;i;chromium
195;Portugal;Ores&concentrates;5369.0;2361.0;2108.0;2727.0;2639.0;2206.0;2529.0;2330.0;1815.0;1768.0;2132.0;i;chromium
196;Romania;Metal;64.0;39.0;16.0;105.0;50.0;151.0;161.0;154.0;186.0;143.0;185.0;i;chromium
197;Romania;Ores&concentrates;77546.0;705.0;7054.0;1637.0;2288.0;1514.0;1990.0;2204.0;1687.0;1745.0;1048.0;i;chromium
198;Serbia;Ores&concentrates;519.0;436.0;641.0;725.0;;;;;;;;i;chromium
199;Slovakia;Metal;104.0;;;;;;56.0;;;21.0;120.0;i;chromium
200;Slovakia;Ores&concentrates;11969.0;2533.0;4546.0;5542.0;3562.0;5459.0;5204.0;4849.0;3498.0;4742.0;6897.0;i;chromium
201;Slovenia;Metal;313.0;143.0;104.0;97.0;101.0;98.0;108.0;98.0;87.0;97.0;131.0;i;chromium
202;Slovenia;Ores&concentrates;999.0;1005.0;1912.0;966.0;466.0;677.0;476.0;507.0;741.0;598.0;510.0;i;chromium
203;Spain;Metal;1219.0;1192.0;1878.0;2350.0;1479.0;1438.0;1854.0;1504.0;1984.0;818.0;591.0;i;chromium
204;Spain;Ores&concentrates;6721.0;4031.0;5579.0;9262.0;10487.0;6644.0;9276.0;13020.0;12179.0;11614.0;24245.0;i;chromium
205;Sweden;Metal;12782.0;4396.0;4999.0;6598.0;6139.0;5490.0;3870.0;3632.0;1356.0;1073.0;465.0;i;chromium
206;Sweden;Ores&concentrates;274900.0;127500.0;169000.0;128600.0;135900.0;79000.0;221900.0;281200.0;154800.0;305747.0;294221.0;i;chromium
207;Switzerland;Metal;134.0;38.0;74.0;71.0;93.0;147.0;104.0;149.0;101.0;132.0;145.0;i;chromium
208;Switzerland;Ores&concentrates;1510.0;974.0;1051.0;809.0;1359.0;1253.0;643.0;669.0;539.0;740.0;746.0;i;chromium
209;Turkey;Metal;60.0;54.0;65.0;108.0;91.0;183.0;131.0;110.0;101.0;343.0;404.0;i;chromium
210;Turkey;Ores&concentrates;119806.0;113461.0;113487.0;122070.0;162266.0;152549.0;129697.0;136425.0;131152.0;185924.0;193070.0;i;chromium
211;United Kingdom;Metal;3099.0;2904.0;3007.0;2346.0;1663.0;1751.0;1829.0;1608.0;1422.0;1227.0;1688.0;i;chromium
212;United Kingdom;Ores&concentrates;117715.0;33867.0;7084.0;10572.0;9124.0;10033.0;8111.0;5100.0;5092.0;5460.0;7149.0;i;chromium
213;Afghanistan;Ores&concentrates;6491.0;6000.0;4500.0;4500.0;4678.0;5040.0;6369.0;5682.0;4545.0;4500.0;4500.0;p;chromium
214;Albania;Ores&concentrates;220536.0;288759.0;334467.0;330938.0;365749.0;529592.0;683874.0;639909.0;726671.0;808016.0;1142719.0;p;chromium
215;Australia;Ores&concentrates;142000.0;182000.0;181200.0;323800.0;452300.0;355200.0;;;;;;p;chromium
216;Brazil;Ores&concentrates;664000.0;365210.0;520129.0;542512.0;472501.0;485951.0;716674.0;527000.0;500000.0;542989.0;567300.0;p;chromium
217;China;Ores&concentrates;220000.0;220000.0;220000.0;211000.0;123000.0;105000.0;24000.0;22700.0;25444.0;30000.0;30000.0;p;chromium
218;Colombia;Ores&concentrates;;;;;17.0;187.0;128.0;30.0;;;;p;chromium
219;Finland;Ores&concentrates;614000.0;247000.0;598000.0;692527.0;425217.0;981752.0;1034750.0;946188.0;1070281.0;972028.0;1099438.0;p;chromium
220;India;Ores&concentrates;4073479.0;3425580.0;4325699.0;2923435.0;2833895.0;2878320.0;2164163.0;2915584.0;3727780.0;3480941.0;3970691.0;p;chromium
221;Iran;Ores&concentrates;268586.0;274511.0;350000.0;440000.0;411566.0;344169.0;359332.0;276570.0;342332.0;301119.0;259918.0;p;chromium
